file,strategy,original_tokens,minified_tokens,reduction_pct,semantic_similarity,processing_time_ms,original_chars,minified_chars
technical_doc.md,baseline,363,363,0.0,,0.0024340000095435244,1860,1860
technical_doc.md,syntax_only,363,321,11.570247933884298,0.950228750705719,0.47228500000073836,1860,1753
technical_doc.md,syntax_stopwords,363,248,31.68044077134986,0.94024258852005,8.735879999989038,1860,1504
technical_doc.md,syntax_stopwords_simplify,363,243,33.057851239669425,0.9407365918159485,1.0840860000200792,1860,1461
technical_doc.md,all_strategies,363,246,32.231404958677686,0.8806542754173279,1645.9560059999774,1860,1325
llm_prompt_guide.md,baseline,715,715,0.0,,0.0008899999954792293,3401,3401
llm_prompt_guide.md,syntax_only,715,650,9.090909090909092,0.9334377646446228,0.11856499997975334,3401,3241
llm_prompt_guide.md,syntax_stopwords,715,462,35.38461538461539,0.8584765791893005,1.2749839999912638,3401,2635
llm_prompt_guide.md,syntax_stopwords_simplify,715,452,36.78321678321678,0.8348291516304016,1.4916620000064995,3401,2538
llm_prompt_guide.md,all_strategies,715,452,36.78321678321678,0.7656958103179932,21.94109499998831,3401,2349
readme_example.md,baseline,491,491,0.0,,0.0007510000159527408,2299,2299
readme_example.md,syntax_only,491,444,9.572301425661914,0.9288390874862671,0.07933300000217969,2299,2174
readme_example.md,syntax_stopwords,491,346,29.531568228105908,0.8849825859069824,0.9044280000125582,2299,1857
readme_example.md,syntax_stopwords_simplify,491,336,31.568228105906314,0.8822494745254517,1.0243669999852045,2299,1804
readme_example.md,all_strategies,491,339,30.95723014256619,0.7729096412658691,8.35932399999706,2299,1674
api_documentation.md,baseline,473,473,0.0,,0.0006029999894963112,1966,1966
api_documentation.md,syntax_only,473,416,12.050739957716702,0.9154947400093079,0.07517000000234475,1966,1827
api_documentation.md,syntax_stopwords,473,359,24.101479915433405,0.911933958530426,0.8610630000021047,1966,1702
api_documentation.md,syntax_stopwords_simplify,473,352,25.581395348837212,0.911933958530426,0.9659990000159269,1966,1669
api_documentation.md,all_strategies,473,359,24.101479915433405,0.6936855912208557,8.896479000014779,1966,1582
