file,strategy,original_tokens,minified_tokens,reduction_pct,semantic_similarity,processing_time_ms,original_chars,minified_chars
technical_doc.md,baseline,363,363,0.0,,0.002327999936824199,1860,1860
technical_doc.md,syntax_only,363,321,11.570247933884298,,0.3842509995592991,1860,1753
technical_doc.md,syntax_stopwords,363,248,31.68044077134986,,10.232108000309381,1860,1504
technical_doc.md,syntax_stopwords_simplify,363,243,33.057851239669425,,0.9990700000344077,1860,1461
technical_doc.md,all_strategies,363,246,32.231404958677686,,1692.8051329996379,1860,1325
llm_prompt_guide.md,baseline,715,715,0.0,,0.00072900002123788,3401,3401
llm_prompt_guide.md,syntax_only,715,650,9.090909090909092,,0.10455400024511619,3401,3241
llm_prompt_guide.md,syntax_stopwords,715,462,35.38461538461539,,1.2144530001023668,3401,2635
llm_prompt_guide.md,syntax_stopwords_simplify,715,452,36.78321678321678,,1.4072479998503695,3401,2538
llm_prompt_guide.md,all_strategies,715,452,36.78321678321678,,20.70909699978074,3401,2349
readme_example.md,baseline,491,491,0.0,,0.0008389997674385086,2299,2299
readme_example.md,syntax_only,491,444,9.572301425661914,,0.09352500001114095,2299,2174
readme_example.md,syntax_stopwords,491,346,29.531568228105908,,1.1151629996675183,2299,1857
readme_example.md,syntax_stopwords_simplify,491,336,31.568228105906314,,0.9019979997901828,2299,1804
readme_example.md,all_strategies,491,339,30.95723014256619,,7.147823999730463,2299,1674
api_documentation.md,baseline,473,473,0.0,,0.0004989997250959277,1966,1966
api_documentation.md,syntax_only,473,416,12.050739957716702,,0.06643300002906471,1966,1827
api_documentation.md,syntax_stopwords,473,359,24.101479915433405,,0.698824000210152,1966,1702
api_documentation.md,syntax_stopwords_simplify,473,352,25.581395348837212,,0.8719979996385518,1966,1669
api_documentation.md,all_strategies,473,359,24.101479915433405,,7.7772889999323525,1966,1582
